编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
1-A,2010年10月1日18时59分57秒，我国“嫦娥二号”卫星在西昌点火升空，准确入轨。该卫星	到达了河外星系,None,0,9,20,,2010年10月1日18时59分57秒 ， 我国 “ 嫦娥 二号 ” 卫星 在 西昌 点火 升空 ， 准确 入轨 。 该 卫星 到达 了 河外星系,2010年 10月 1日 18时 59分 57 秒 ， 我国 “ 嫦娥 二号 ” 卫星 在 西昌 点火 升空 ， 准确 入轨 。 该 卫星 到达 了 河 外 星系,time PU NN PU NN NN PU NN P loc VV VV PU AD VV PU DT NN VV AS term,,时间限定_0（2010年10月1日18时59分57秒）实体信息陈述_1（该卫星，到达了，河外星系）,时间限定_0（2010年10月1日18时59分57秒）实体信息陈述_1（该卫星，到达了，河外星系）,,,时间限定 实体信息陈述,时间限定 实体信息陈述,0,,2010年10月1日18时59分57秒 ， 我国 “ 嫦娥 二号 ” 卫星 在 西昌 点火 升空 ， 准确 入轨 。 该 卫星 到达 了 河 外星 系,2010年 10月 1日 18时 59分 57 秒 ， 我国 “ 嫦娥 二号 ” 卫星 在 西昌 点火 升空 ， 准确 入轨 。 该 卫星 到达 了 河 外星 系,time PU NR PU VV NN PU NN P loc NN VV PU AD VV PU DT NN VV AS term,( (IP (IP (NP (NT 2010年10月1日18时59分57秒)) (PU ，) (NP (NP (NP (NN 我国)) (NP (PU “) (NN 嫦娥) (NN 二号) (PU ”))) (NP (NN 卫星))) (VP (PP (P 在) (NP (NR 西昌))) (VP (VSB (VV 点火) (VV 升空))))) (PU ，) (IP (VP (ADVP (AD 准确)) (VP (VV 入轨)))) (PU 。) (IP (NP (DP (DT 该)) (NP (NN 卫星))) (VP (VV 到达) (AS 了) (NP (NN 河外星系))))) )
35-A,2001—2007年江苏人口	迁入增多,None,0,1,,,2001—2007年 江苏 人口 迁入 增多,2001 — 2007年 江苏 人口 迁入 增多,time loc NN VV VV,,时间限定_0（2001—2007年）实体信息陈述_1（江苏，人口，迁入增多）,时间限定_0（2001—2007年）实体信息陈述_1（江苏，人口，迁入增多）,,,时间限定 实体信息陈述,时间限定 实体信息陈述,0,1,2001— 2007年 江苏 人口 迁入 增多,2001— 2007年 江苏 人口 迁入 增多,time loc NN VV VV,( (IP (NP (NT 2001—2007年)) (NP (NP (NR 江苏)) (NP (NN 人口))) (VP (VSB (VV 迁入) (VV 增多)))) )
35-B,2001—2007年江苏人口	出生率上升,None,0,1,,,2001—2007年 江苏 人口 出生率 上 升,2001 — 2007年 江苏 人口 出生率 上 升,time loc NN NN LC VV,,时间限定_0（2001—2007年）实体信息陈述_1（江苏，人口，出生率上升）,时间限定_0（2001—2007年）实体信息陈述_1（江苏，人口，出生率上升）,,,时间限定 实体信息陈述,时间限定 实体信息陈述,0,1,2001— 2007年 江苏 人口 出生率 上 升,2001— 2007年 江苏 人口 出生率 上 升,time loc NN NN LC VV,( (IP (NP (NT 2001—2007年)) (NP (NP (NR 江苏)) (NP (NN 人口))) (VP (LCP (NP (NN 出生率)) (LC 上)) (VP (VV 升)))) )
35-C,2001—2007年江苏人口	自然增长率上升,None,0,1,,,2001—2007年 江苏 人口 自然 增长率 上升,2001 — 2007年 江苏 人口 自然 增长率 上升,time loc NN NN NN VV,,时间限定_0（2001—2007年）实体信息陈述_1（江苏，人口，自然增长率上升）,时间限定_0（2001—2007年）实体信息陈述_1（江苏，人口，自然增长率上升）,,,时间限定 实体信息陈述,时间限定 实体信息陈述,0,1,2001— 2007年 江苏 人口自然增长率 上升,2001— 2007年 江苏 人口自然增长率 上升,time loc NN NN NN VV,( (IP (NP (NT 2001—2007年)) (NP (NP (NR 江苏)) (NP (NN 人口) (NN 自然) (NN 增长率))) (VP (VV 上升))) )
35-D,2001—2007年江苏人口	死亡率下降,None,0,1,,,2001—2007年 江苏 人口 死亡率 下降,2001 — 2007年 江苏 人口 死亡率 下降,time loc NN NN VV,,时间限定_0（2001—2007年）实体信息陈述_1（江苏，人口，死亡率下降）,时间限定_0（2001—2007年）实体信息陈述_1（江苏，人口，死亡率下降）,,,时间限定 实体信息陈述,时间限定 实体信息陈述,0,1,2001— 2007年 江苏 人口 死亡率 下降,2001— 2007年 江苏 人口 死亡率 下降,time loc NN NN VV,( (IP (NP (NT 2001—2007年)) (NP (NP (NR 江苏)) (NP (NN 人口) (NN 死亡率))) (VP (VV 下降))) )
36-A,导致图中江苏人口增长总量变化的主要原因是地区间	历史、文化差异,None,,3,,,导致 图 中 江苏 人口 增长 总量 变化 的 主要 原因 是 地区 间 历史 、 文化 差异,导致 图 中 江苏 人口 增长 总量 变化 的 主要 原因 是 地区 间 历史 、 文化 差异,VV NN LC loc NN NN NN NN DEG JJ NN VC NN LC NN PU NN NN,,因果_0（地区间历史、文化差异，江苏人口增长总量变化）,因果_0（地区间历史、文化差异，江苏人口增长总量变化）,0_9-10-11,0_9-10-11,因果,因果,,,导致 图 中 江苏 人口 增长 总量 变化 的 主要 原因 是 地区 间 历史 、 文化 差异,导致 图 中 江苏 人口 增长 总量 变化 的 主要 原因 是 地区 间 历史 、 文化 差异,VV NN LC loc NN VV NN NN DEG JJ NN VC NN LC NN PU NN NN,( (IP (VP (VV 导致) (IP (LCP (NP (NN 图)) (LC 中)) (NP (DNP (NP (NP (NP (NR 江苏)) (NP (NN 人口) (NN 增长) (NN 总量))) (NP (NN 变化))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (NP (LCP (NP (NN 地区)) (LC 间)) (NP (NN 历史) (PU 、) (NN 文化)) (NP (NN 差异))))))) )
36-B,导致图中江苏人口增长总量变化的主要原因是地区间	自然环境差异,None,,3,,,导致 图 中 江苏 人口 增长 总量 变化 的 主要 原因 是 地区 间 自然 环境 差异,导致 图 中 江苏 人口 增长 总量 变化 的 主要 原因 是 地区 间 自然 环境 差异,VV NN LC loc NN NN NN NN DEG JJ NN VC NN LC NN NN NN,,因果_0（地区间自然环境差异，江苏人口增长总量变化）,因果_0（地区间自然环境差异，江苏人口增长总量变化）,0_9-10-11,0_9-10-11,因果,因果,,,导致 图 中 江苏 人口 增长 总量 变化 的 主要 原因 是 地区 间 自然 环境 差异,导致 图 中 江苏 人口 增长 总量 变化 的 主要 原因 是 地区 间 自然 环境 差异,VV NN LC loc NN VV NN NN DEG JJ NN VC NN LC AD NN NN,( (IP (VP (VV 导致) (IP (LCP (NP (NN 图)) (LC 中)) (NP (DNP (NP (NP (NP (NR 江苏)) (NP (NN 人口) (NN 增长) (NN 总量))) (NP (NN 变化))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (NP (LCP (NP (NN 地区)) (LC 间)) (NP (NN 自然) (NN 环境)) (NP (NN 差异))))))) )
36-C,导致图中江苏人口增长总量变化的主要原因是地区间	经济发展水平差异,None,,3,,,导致 图 中 江苏 人口 增长 总量 变化 的 主要 原因 是 地区 间 经济 发展 水平 差异,导致 图 中 江苏 人口 增长 总量 变化 的 主要 原因 是 地区 间 经济 发展 水平 差异,VV NN LC loc NN NN NN NN DEG JJ NN VC NN LC NN NN NN NN,,因果_0（地区间经济发展水平差异，江苏人口增长总量变化）,因果_0（地区间经济发展水平差异，江苏人口增长总量变化）,0_9-10-11,0_9-10-11,因果,因果,,,导致 图 中 江苏 人口 增长 总量 变化 的 主要 原因 是 地区 间 经济 发展 水平 差异,导致 图 中 江苏 人口 增长 总量 变化 的 主要 原因 是 地区 间 经济 发展 水平 差异,VV NN LC loc NN VV NN NN DEG JJ NN VC NN LC NN NN NN NN,( (IP (VP (VV 导致) (IP (LCP (NP (NN 图)) (LC 中)) (NP (DNP (NP (NP (NP (NR 江苏)) (NP (NN 人口) (NN 增长) (NN 总量))) (NP (NN 变化))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (NP (NP (LCP (NP (NN 地区)) (LC 间)) (NP (NN 经济) (NN 发展) (NN 水平))) (NP (NN 差异))))))) )
36-D,导致图中江苏人口增长总量变化的主要原因是地区间	人口政策差异,None,,3,,,导致 图 中 江苏 人口 增长 总量 变化 的 主要 原因 是 地区 间 人口 政策 差异,导致 图 中 江苏 人口 增长 总量 变化 的 主要 原因 是 地区 间 人口 政策 差异,VV NN LC loc NN NN NN NN DEG JJ NN VC NN LC NN NN NN,,因果_0（地区间人口政策差异，江苏人口增长总量变化）,因果_0（地区间人口政策差异，江苏人口增长总量变化）,0_9-10-11,0_9-10-11,因果,因果,,,导致 图 中 江苏 人口 增长 总量 变化 的 主要 原因 是 地区 间 人口 政策 差 异,导致 图 中 江苏 人口 增长 总量 变化 的 主要 原因 是 地区 间 人口 政策 差 异,VV NN LC loc NN VV NN NN DEG JJ NN VC NN LC NN NN NN,( (IP (VP (VV 导致) (IP (LCP (NP (NN 图)) (LC 中)) (NP (DNP (NP (NP (NP (NR 江苏)) (NP (NN 人口) (NN 增长) (NN 总量))) (NP (NN 变化))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (NP (LCP (NP (NN 地区)) (LC 间)) (NP (NN 人口) (NN 政策)) (NP (NN 差异))))))) )
37-A,图中甲功能区最有可能是	居住区,None,,,,,图 中甲 功能区 最 有 可能 是 居住区,图 中甲 功能区 最 有 可能 是 居住区,NN NN NN AD VE NN VC NN,,实体信息陈述_0（图中甲功能区，最有可能是，居住区）,实体信息陈述_0（图中甲功能区，最有可能是，居住区）,,,实体信息陈述,实体信息陈述,,,图 中甲 功能区 最 有 可能 是 居住 区,图 中甲 功能区 最 有 可能 是 居住 区,NN NN NN AD VE NN VC VV NN,( (IP (NP (NN 图) (NN 中甲) (NN 功能区)) (VP (ADVP (AD 最)) (VP (VE 有) (IP (NP (NN 可能)) (VP (VC 是) (NP (NN 居住区))))))) )
37-B,图中甲功能区最有可能是	商业区,None,,,,,图 中甲 功能区 最 有 可能 是 商业区,图 中甲 功能区 最 有 可能 是 商业区,NN NN NN AD VE NN VC NN,,实体信息陈述_0（图中甲功能区，最有可能是，商业区）,实体信息陈述_0（图中甲功能区，最有可能是，商业区）,,,实体信息陈述,实体信息陈述,,,图 中甲 功能区 最 有 可能 是 商业 区,图 中甲 功能区 最 有 可能 是 商业 区,NN NN NN AD VE NN VC NN NN,( (IP (NP (NN 图) (NN 中甲) (NN 功能区)) (VP (ADVP (AD 最)) (VP (VE 有) (IP (NP (NN 可能)) (VP (VC 是) (NP (NN 商业区))))))) )
37-C,图中甲功能区最有可能是	文化休闲区,None,,,,,图 中甲 功能区 最 有 可能 是 文化 休闲区,图 中甲 功能区 最 有 可能 是 文化 休闲区,NN NN NN AD VE NN VC NN NN,,实体信息陈述_0（图中甲功能区，最有可能是，文化休闲区）,实体信息陈述_0（图中甲功能区，最有可能是，文化休闲区）,,,实体信息陈述,实体信息陈述,,,图 中甲 功能区 最 有 可能 是 文化 休闲 区,图 中甲 功能区 最 有 可能 是 文化 休闲 区,NN NN NN AD VE NN VC NN NN NN,( (IP (NP (NN 图) (NN 中甲) (NN 功能区)) (VP (ADVP (AD 最)) (VP (VE 有) (IP (NP (NN 可能)) (VP (VC 是) (NP (NN 文化) (NN 休闲区))))))) )
37-D,图中甲功能区最有可能是	科技园区,None,,,,,图 中甲 功能区 最 有 可能 是 科技园区,图 中甲 功能区 最 有 可能 是 科技园区,NN NN NN AD VE NN VC NN,,实体信息陈述_0（图中甲功能区，最有可能是，科技园区）,实体信息陈述_0（图中甲功能区，最有可能是，科技园区）,,,实体信息陈述,实体信息陈述,,,图 中甲 功能区 最 有 可能 是 科技园 区,图 中甲 功能区 最 有 可能 是 科技园 区,NN NN NN AD VE NN VC NN NN,( (IP (NP (NN 图) (NN 中甲) (NN 功能区)) (VP (ADVP (AD 最)) (VP (VE 有) (IP (NP (NN 可能)) (VP (VC 是) (NP (NN 科技园区))))))) )
38-A,该城市工业区的空间分布特征是	靠近铁路线，均匀分布,y,,,,,该 城市 工业区 的 空间 分布 特征 是 靠近 铁路线 ， 均匀 分布,该 城市 工业区 的 空间 分布 特征 是 靠近 铁路线 ， 均匀 分布,DT NN NN DEG NN NN NN VC VV NN PU VA VV,,分布_0（该城市工业区，铁路线，靠近）实体信息陈述_1（该城市工业区，空间分布特征，均匀分布）,分布_0（该城市工业区，铁路线，靠近）实体信息陈述_1（该城市工业区，空间分布特征，均匀分布）,0_5-8,0_5-8,实体信息陈述 分布,实体信息陈述 分布,,,该 城市 工业区 的 空间 分布 特征 是 靠近 铁路线 ， 均匀 分布,该 城市 工业区 的 空间 分布 特征 是 靠近 铁路线 ， 均匀 分布,DT NN NN DEG NN VV NN VC VV NN PU VA VV,( (IP (NP (NP (DNP (NP (DP (DT 该)) (NP (NN 城市) (NN 工业区))) (DEG 的)) (NP (NN 空间))) (NP (NN 分布) (NN 特征))) (VP (VC 是) (VP (VP (VV 靠近) (NP (NN 铁路线))) (PU ，) (VP (VCD (VA 均匀) (VV 分布)))))) )
38-A-0,该城市工业区的空间分布特征是	靠近铁路线,ed-ori,,,,,该 城市 工业区 的 空间 分布 特征 是 靠近 铁路线,该 城市 工业区 的 空间 分布 特征 是 靠近 铁路线,DT NN NN DEG NN NN NN VC VV NN,,分布_0（该城市工业区，铁路线，靠近）,分布_0（该城市工业区，铁路线，靠近）,0_5-8,0_5-8,实体信息陈述,实体信息陈述,,,该 城市 工业区 的 空间 分布 特征 是 靠近 铁路 线,该 城市 工业区 的 空间 分布 特征 是 靠近 铁路 线,DT NN NN DEG NN VV NN VC VV NN NN,( (IP (NP (NP (DNP (NP (DP (DT 该)) (NP (NN 城市) (NN 工业区))) (DEG 的)) (NP (NN 空间))) (NP (NN 分布) (NN 特征))) (VP (VC 是) (VP (VV 靠近) (NP (NN 铁路线))))) )
38-A-1,该城市工业区的空间分布特征是	均匀分布,ed-ori,,,,,该 城市 工业区 的 空间 分布 特征 是 均匀 分布,该 城市 工业区 的 空间 分布 特征 是 均匀 分布,DT NN NN DEG NN NN NN VC VA VV,,实体信息陈述_0（该城市工业区，空间分布特征，均匀分布）,实体信息陈述_0（该城市工业区，空间分布特征，均匀分布）,,,实体信息陈述,实体信息陈述,,,该 城市 工业区 的 空间 分布 特征 是 均匀 分布,该 城市 工业区 的 空间 分布 特征 是 均匀 分布,DT NN NN DEG NN VV NN VC VA VV,( (IP (NP (NP (DNP (NP (DP (DT 该)) (NP (NN 城市) (NN 工业区))) (DEG 的)) (NP (NN 空间))) (NP (NN 分布) (NN 特征))) (VP (VC 是) (VP (DVP (VP (VA 均匀))) (VP (VV 分布))))) )
38-B,该城市工业区的空间分布特征是	集中分布在京杭运河沿线,None,,,,,该 城市 工业区 的 空间 分布 特征 是 集中 分布 在 京杭 运河 沿线,该 城市 工业区 的 空间 分布 特征 是 集中 分布 在 京杭 运河 沿线,DT NN NN DEG NN NN NN VC AD VV P NN NN NN,,分布_0（该城市工业区，京杭运河沿线，集中）,分布_0（该城市工业区，京杭运河沿线，集中）,0_8-9-10,0_8-9-10,分布,分布,,,该 城市 工业区 的 空间 分布 特征 是 集中 分布 在 京杭 运河 沿线,该 城市 工业区 的 空间 分布 特征 是 集中 分布 在 京杭 运河 沿线,DT NN NN DEG NN VV NN VC VV VV P NR NN NN,( (IP (NP (NP (DNP (NP (DP (DT 该)) (NP (NN 城市) (NN 工业区))) (DEG 的)) (NP (NN 空间))) (NP (NN 分布) (NN 特征))) (VP (VC 是) (VP (ADVP (AD 集中)) (VP (VV 分布) (PP (P 在) (NP (NP (NN 京杭) (NN 运河)) (NP (NN 沿线)))))))) )
38-C,该城市工业区的空间分布特征是	分布在城区外围，交通便利,y,,,,,该 城市 工业区 的 空间 分布 特征 是 分布 在 城区 外围 ， 交通 便利,该 城市 工业区 的 空间 分布 特征 是 分布 在 城区 外围 ， 交通 便利,DT NN NN DEG NN NN NN VC VV P NN NN PU NN VA,,实体信息陈述_0（该城市工业区，空间分布特征，分布在城区外围）实体信息陈述_1（该城市工业区，空间分布特征，交通便利）,实体信息陈述_0（该城市工业区，空间分布特征，分布在城区外围）实体信息陈述_1（该城市工业区，空间分布特征，交通便利）,,,实体信息陈述,实体信息陈述,,,该 城市 工业区 的 空间 分布 特征 是 分布 在 城区 外围 ， 交通 便利,该 城市 工业区 的 空间 分布 特征 是 分布 在 城区 外围 ， 交通 便利,DT NN NN DEG NN VV NN VC VV P NN NN PU NN NN,( (IP (IP (NP (NP (DNP (NP (DP (DT 该)) (NP (NN 城市) (NN 工业区))) (DEG 的)) (NP (NN 空间))) (NP (NN 分布) (NN 特征))) (VP (VC 是) (VP (VV 分布) (PP (P 在) (NP (NN 城区) (NN 外围)))))) (PU ，) (NP (NN 交通)) (VP (VA 便利))) )
38-C-0,该城市工业区的空间分布特征是	分布在城区外围,ed-ori,,,,,该 城市 工业区 的 空间 分布 特征 是 分布 在 城区 外围,该 城市 工业区 的 空间 分布 特征 是 分布 在 城区 外围,DT NN NN DEG NN NN NN VC VV P NN NN,,实体信息陈述_0（该城市工业区，空间分布特征，分布在城区外围）,实体信息陈述_0（该城市工业区，空间分布特征，分布在城区外围）,,,实体信息陈述,实体信息陈述,,,该 城市 工业区 的 空间 分布 特征 是 分布 在 城区 外围,该 城市 工业区 的 空间 分布 特征 是 分布 在 城区 外围,DT NN NN DEG NN VV NN VC VV P NN NN,( (IP (NP (NP (DNP (NP (DP (DT 该)) (NP (NN 城市) (NN 工业区))) (DEG 的)) (NP (NN 空间))) (NP (NN 分布) (NN 特征))) (VP (VC 是) (VP (VV 分布) (PP (P 在) (NP (NN 城区) (NN 外围)))))) )
38-C-1,该城市工业区的空间分布特征是	交通便利,ed-ori,,,,,该 城市 工业区 的 空间 分布 特征 是 交通 便利,该 城市 工业区 的 空间 分布 特征 是 交通 便利,DT NN NN DEG NN NN NN VC NN VA,,实体信息陈述_0（该城市工业区，空间分布特征，交通便利）,实体信息陈述_0（该城市工业区，空间分布特征，交通便利）,,,实体信息陈述,实体信息陈述,,,该 城市 工业区 的 空间 分布 特征 是 交通 便利,该 城市 工业区 的 空间 分布 特征 是 交通 便利,DT NN NN DEG NN VV NN VC NN NN,( (IP (NP (NP (DNP (NP (DP (DT 该)) (NP (NN 城市) (NN 工业区))) (DEG 的)) (NP (NN 空间))) (NP (NN 分布) (NN 特征))) (VP (VC 是) (IP (NP (NN 交通)) (VP (VA 便利))))) )
38-D,该城市工业区的空间分布特征是	集中在城市的南部,None,,,,,该 城市 工业区 的 空间 分布 特征 是 集中 在 城市 的 南部,该 城市 工业区 的 空间 分布 特征 是 集中 在 城市 的 南部,DT NN NN DEG NN NN NN VC VV P NN DEG NN,,分布_0（该城市工业区，城市的南部，集中）,分布_0（该城市工业区，城市的南部，集中）,0_5-8-9,0_5-8-9,分布,分布,,,该 城市 工业区 的 空间 分布 特征 是 集中 在 城市 的 南部,该 城市 工业区 的 空间 分布 特征 是 集中 在 城市 的 南部,DT NN NN DEG NN VV NN VC VV P NN DEG NN,( (IP (NP (NP (DNP (NP (DP (DT 该)) (NP (NN 城市) (NN 工业区))) (DEG 的)) (NP (NN 空间))) (NP (NN 分布) (NN 特征))) (VP (VC 是) (VP (VV 集中) (PP (P 在) (NP (DNP (NP (NN 城市)) (DEG 的)) (NP (NN 南部))))))) )
39-A,玉米深加工后直接销往市场的产品有	畜产品、谷氨酸、饲料,None,,,,,玉米 深加工 后 直接 销往 市场 的 产品 有 畜产品 、 谷氨酸 、 饲料,玉米 深加工 后 直接 销往 市场 的 产品 有 畜产品 、 谷氨酸 、 饲料,NN NN LC AD VV NN DEC NN VE NN PU NN PU NN,,实体信息陈述_0（玉米，深加工后直接销往市场的产品，畜产品、谷氨酸、饲料）,实体信息陈述_0（玉米，深加工后直接销往市场的产品，集合_1（畜产品，谷氨酸，饲料））,,1_8,实体信息陈述,实体信息陈述 集合,,,玉米 深加工 后 直接 销往 市场 的 产品 有 畜产品 、 谷氨酸 、 饲料,玉米 深加工 后 直接 销往 市场 的 产品 有 畜产品 、 谷氨酸 、 饲料,NN NN LC AD VV NN DEG NN VE NN PU NN PU NN,( (IP (LCP (NP (NN 玉米) (NN 深加工)) (LC 后)) (ADVP (AD 直接)) (NP (CP (IP (VP (VV 销往) (NP (NN 市场)))) (DEC 的)) (NP (NN 产品))) (VP (VE 有) (NP (NN 畜产品) (PU 、) (NN 谷氨酸) (PU 、) (NN 饲料)))) )
39-B,玉米深加工后直接销往市场的产品有	谷氨酸、味精、多糖,None,,,,,玉米 深加工 后 直接 销往 市场 的 产品 有 谷氨酸 、 味精 、 多糖,玉米 深加工 后 直接 销往 市场 的 产品 有 谷氨酸 、 味精 、 多糖,NN NN LC AD VV NN DEC NN VE NN PU NN PU NN,,实体信息陈述_0（玉米，深加工后直接销往市场的产品，谷氨酸、味精、多糖）,实体信息陈述_0（玉米，深加工后直接销往市场的产品，集合_1（谷氨酸，味精，多糖））,,1_8,实体信息陈述,实体信息陈述 集合,,,玉米 深加工 后 直接 销往 市场 的 产品 有 谷氨酸 、 味精 、 多糖,玉米 深加工 后 直接 销往 市场 的 产品 有 谷氨酸 、 味精 、 多糖,NN NN LC AD VV NN DEG NN VE NN PU NN PU NN,( (IP (LCP (NP (NN 玉米) (NN 深加工)) (LC 后)) (ADVP (AD 直接)) (NP (CP (IP (VP (VV 销往) (NP (NN 市场)))) (DEC 的)) (NP (NN 产品))) (VP (VE 有) (NP (NN 谷氨酸) (PU 、) (NN 味精) (PU 、) (NN 多糖)))) )
39-C,玉米深加工后直接销往市场的产品有	淀粉、复合肥、多糖,None,,,,,玉米 深加工 后 直接 销往 市场 的 产品 有 淀粉 、 复合肥 、 多糖,玉米 深加工 后 直接 销往 市场 的 产品 有 淀粉 、 复合肥 、 多糖,NN NN LC AD VV NN DEC NN VE NN PU NN PU NN,,实体信息陈述_0（玉米，深加工后直接销往市场的产品，淀粉、复合肥、多糖）,实体信息陈述_0（玉米，深加工后直接销往市场的产品，集合_1（淀粉，复合肥，多糖））,,1_8,实体信息陈述,实体信息陈述 集合,,,玉米 深加工 后 直接 销往 市场 的 产品 有 淀粉 、 复 合肥 、 多糖,玉米 深加工 后 直接 销往 市场 的 产品 有 淀粉 、 复合肥 、 多糖,NN NN LC AD VV NN DEG NN VE NN PU NR PU NN,( (IP (LCP (NP (NN 玉米) (NN 深加工)) (LC 后)) (ADVP (AD 直接)) (NP (CP (IP (VP (VV 销往) (NP (NN 市场)))) (DEC 的)) (NP (NN 产品))) (VP (VE 有) (NP (NN 淀粉) (PU 、) (NN 复合肥) (PU 、) (NN 多糖)))) )
39-D,玉米深加工后直接销往市场的产品有	味精、畜产品、复合肥,None,,,,,玉米 深加工 后 直接 销往 市场 的 产品 有 味精 、 畜产品 、 复合肥,玉米 深加工 后 直接 销往 市场 的 产品 有 味精 、 畜产品 、 复合肥,NN NN LC AD VV NN DEC NN VE NN PU NN PU NN,,实体信息陈述_0（玉米，深加工后直接销往市场的产品，味精、畜产品、复合肥）,实体信息陈述_0（玉米，深加工后直接销往市场的产品，集合_1（味精，畜产品，复合肥））,,1_8,实体信息陈述,实体信息陈述 集合,,,玉米 深加工 后 直接 销往 市场 的 产品 有 味精 、 畜产品 、 复 合肥,玉米 深加工 后 直接 销往 市场 的 产品 有 味精 、 畜产品 、 复合 肥,NN NN LC AD VV NN DEG NN VE NN PU NN PU JJ NN,( (IP (LCP (NP (NN 玉米) (NN 深加工)) (LC 后)) (ADVP (AD 直接)) (NP (CP (IP (VP (VV 销往) (NP (NN 市场)))) (DEC 的)) (NP (NN 产品))) (VP (VE 有) (NP (NN 味精) (PU 、) (NN 畜产品) (PU 、) (NN 复合肥)))) )
